staff_id,assignment_number,departure_date,return_date,assignment_country,pool,job_title,age_bracket,sex,first_departure
12669,1,2017-01-01,2017-07-02,CF,NON MEDICAL,ADMIN,55,M,First departure
12669,2,2017-11-19,2018-08-22,PK,NON MEDICAL,ADMINISTRATEUR- WOMEN HOSPITAL,55,M,Not first departure
12669,3,2018-11-16,2018-12-11,CD,NON MEDICAL,RESP RH,55,M,Not first departure
12669,4,2018-12-12,2019-02-06,CD,NON MEDICAL,E-CORH ADJOINT,55,M,Not first departure
12669,5,2019-04-12,2019-07-08,SY,NON MEDICAL,FINHRCO,55,M,Not first departure
12670,1,2016-12-15,2017-03-15,IQ,NON MEDICAL,ADMIN PROJECT,35,F,Not first departure
12670,2,2017-09-11,2018-03-17,IQ,NON MEDICAL,ADMIN,35,F,Not first departure
12671,1,2017-09-27,2017-12-01,MW,OTHER,MONITORING & EVALUATION MANAGER,35,M,First departure
12672,1,2016-11-29,2017-04-13,IQ,NON MEDICAL,NA,35,F,Not first departure
12673,1,2017-03-22,2017-03-31,CF,NON MEDICAL,ADMIN FINANCES,35,M,First departure
12673,2,2017-04-01,2017-08-30,CF,NON MEDICAL,ADMIN FINANCES,35,M,Not first departure
12674,1,2016-12-07,2017-09-21,CD,OTHER,NA,35,F,First departure
12675,1,2017-02-11,2017-04-14,HT,NON MEDICAL,WATSAN EVALUATION STEU,35,F,First departure
12675,2,2017-05-31,2017-08-16,HT,NON MEDICAL,WATSAN EVAL STEU,35,F,Not first departure
12676,1,2016-12-06,2017-05-09,UG,NON MEDICAL,GIS SPECIALIST,35,F,First departure
12677,1,2017-03-20,2017-09-12,CF,NON MEDICAL,RESPONSABLE COMPTABLE,45,M,First departure
12677,2,2017-12-11,2018-05-18,BD,NON MEDICAL,FIN & ACCOUNTING MANAGER,45,M,Not first departure
12677,3,2018-09-09,2019-03-10,NG,NON MEDICAL,DEPUTY FINCO,45,M,Not first departure
12678,1,2016-12-01,2017-05-24,JO,NON MEDICAL,SENIOR SYRIA COM COORDO,35,F,First departure
12679,1,2017-02-12,2017-08-02,JO,NON MEDICAL,FIELD COM MANAGER,35,F,First departure
12680,1,2016-03-01,2016-07-01,NE,NURSE,NA,65,F,Not first departure
12681,1,2016-12-13,2017-01-09,IQ,GAS,CHIRURGIEN,45,M,Not first departure
12682,1,2017-05-15,2017-11-15,SS,NURSE,NURSE IPD,35,F,First departure
12682,2,2018-01-12,2018-03-14,BD,NURSE,NURSE #1,35,F,Not first departure
12682,3,2018-04-27,2018-05-31,PI,NURSE,NURSE ACTIVITY MANAGER 2,35,F,Not first departure
12682,4,2019-01-28,2019-06-03,AF,NURSE,ER NURSE,35,F,Not first departure
12683,1,2017-03-04,2019-08-04,SY,PROJECT COORDINATOR,PROJECT COORDINATOR,55,M,Not first departure
12684,1,2017-02-22,2017-08-22,GR,NON MEDICAL,ADMINISTRATION MANAGER,35,F,First departure
12685,1,2017-06-14,2017-12-13,UG,MTL,MTL,35,M,"First departure, relevant experience"
12685,2,2018-03-10,2018-11-30,SS,MTL,MED REF,35,M,Not first departure
12685,3,2019-03-06,2019-09-05,BD,MEDCO,MTL - MEDCO,45,M,Not first departure
12686,1,2017-01-04,2017-02-17,CI,GAS,GYNECO OBS,35,F,First departure
12687,1,2016-12-08,2017-05-31,CM,NON MEDICAL,NA,35,F,First departure
12687,2,2017-07-24,2017-12-31,SS,NON MEDICAL,NA,35,F,Not first departure
12687,3,2018-04-08,2018-05-15,CF,NON MEDICAL,NA,35,F,Not first departure
12687,4,2018-05-16,2018-07-16,CD,NON MEDICAL,NA,35,F,Not first departure
12688,1,2017-03-29,2017-09-29,CI,NURSE,INF PUER XP,35,F,First departure
12689,1,2017-06-08,2018-03-31,CF,NON MEDICAL,LOG WATSAN,45,M,First departure
12690,1,2017-01-10,2017-04-10,IQ,NURSE,OT NURSE,65,F,Not first departure
12691,1,2017-04-03,2017-10-10,AM,MD,MEDICAL DOCTOR,55,M,First departure
12692,1,2016-12-20,2017-03-21,IQ,OTHER,MISSION PHARMACIST,55,F,Not first departure
12692,2,2017-12-19,2018-04-19,LY,OTHER,PHARMACI,55,F,Not first departure
12692,3,2018-12-10,2019-02-12,NG,OTHER,PHARMACO,55,F,Not first departure
12693,1,2017-03-26,2017-06-03,IQ,NON MEDICAL,LOG ELEC,45,M,First departure
12693,2,2017-07-18,2017-09-01,LY,NON MEDICAL,ELEC,45,M,Not first departure
12694,1,2017-02-13,2017-08-21,YE,NON MEDICAL,LOG LIAISON SECU,35,M,First departure
12694,2,2019-06-16,2019-07-18,PI,NA,TRANSLATOR,35,M,Not first departure
12695,1,2017-03-27,2017-05-01,SS,GAS,GYNECO-OBS,55,F,First departure
12696,1,2017-04-10,2017-05-11,CF,GAS,CHIR ORTHO,35,M,First departure
12696,2,2017-11-28,2017-12-20,CF,GAS,CHIR ORTHO,35,M,Not first departure
12697,1,2017-07-20,2017-10-28,UG,NON MEDICAL,WATSAN MANAGER,35,M,First departure
12697,2,2017-11-06,2018-11-02,ML,NON MEDICAL,LOG WATSAN,35,M,Not first departure
12697,3,2018-11-26,2019-02-20,CD,NON MEDICAL,RESPONSABLE WATSAN IPC,35,M,Not first departure
12697,4,2019-07-01,2020-01-10,CF,NON MEDICAL,WATSAN ZAD INTERSECTION,45,M,Not first departure
12698,1,2017-02-13,2017-03-31,FR1,NON MEDICAL,SUPERVISEUR LOGISTIQUE MARAUDE,35,F,"First departure, relevant experience"
12698,2,2017-05-02,2018-01-17,SS,NON MEDICAL,CAPITAL LOG MANAGER,35,F,Not first departure
12698,3,2018-07-10,2019-01-09,CF,NON MEDICAL,NA,35,F,Not first departure
12699,1,2017-02-22,2017-09-08,NG,NON MEDICAL,GWANGE ITFC LOG,35,M,First departure
12699,2,2017-11-15,2018-02-20,BD,NON MEDICAL,LOG MANAGER 4,35,M,Not first departure
12699,3,2018-04-13,2018-05-15,BD,NON MEDICAL,LOG SUPPORT,35,M,Not first departure
12699,4,2018-08-10,2019-02-15,UG,NON MEDICAL,LOG MANAGER XP,35,M,Not first departure
12700,1,2017-01-09,2017-07-13,NG,NON MEDICAL,BAMA LOG REF ET DISTRIB,65,M,Not first departure
12700,2,2017-10-01,2018-05-23,AF,NON MEDICAL,LOG XPE,65,M,Not first departure
12700,3,2018-08-23,2019-03-04,YE,NON MEDICAL,LOG MANAGER,65,M,Not first departure
12701,1,2017-01-15,2017-07-19,KE,NURSE,ER NURSE 2,45,M,First departure
12702,1,2018-10-02,2018-11-17,PI,NON MEDICAL,COMMUNICATION OFFICER,35,F,Not first departure
12703,1,2017-01-15,2018-07-31,HT,MEDCO,COMED,35,F,Not first departure
12704,1,2017-02-28,2017-03-31,LR,OTHER,MIO MEMO,45,F,First departure
12704,2,2017-04-06,2017-05-26,UG,NON MEDICAL,MIO MEMO 1,45,F,Not first departure
12704,3,2018-02-18,2018-03-11,JO,OTHER,MIO MEMO,45,F,Not first departure
12704,4,2018-03-20,2018-04-17,NG,OTHER,MIO MEMO,45,F,Not first departure
12704,5,2018-04-29,2018-07-09,YE,OTHER,MEMO MIO,45,F,Not first departure
12704,6,2018-07-30,2018-08-27,NG,OTHER,MIO MEMO,45,F,Not first departure
12704,7,2018-08-31,2018-09-22,HT,NON MEDICAL,MIO MEMO2,45,F,Not first departure
12704,8,2018-10-11,2018-11-08,MW,NON MEDICAL,MIO MEMO,45,F,Not first departure
12704,9,2019-01-18,2019-01-31,SY,NON MEDICAL,MIO MEMO,45,F,Not first departure
12704,10,2019-03-18,2019-04-22,LY,NON MEDICAL,MIO MEMO,45,F,Not first departure
12704,11,2019-07-08,2019-09-10,CD,NON MEDICAL,MEMO 2,45,F,Not first departure
12705,1,2017-11-30,2018-06-23,LY,NON MEDICAL,ADMIN TERRAIN,35,M,First departure
12706,1,2018-05-14,2018-11-14,FR1,NURSE,INFIRMIERE ACCUEIL DE JOUR,35,M,First departure
12707,1,2017-01-30,2017-12-31,JO,NON MEDICAL,10Y PROJECT OFFICER,35,M,First departure
12708,1,2017-03-14,2017-12-01,CD,NON MEDICAL,COORDO CONSTRUCTION,45,F,First departure
12708,2,2018-02-28,2018-04-30,NG,NON MEDICAL,MCR ARCHI FEASIBILITY STUDY,45,F,Not first departure
12709,1,2017-02-26,2017-11-26,PG,NURSE,NURSING OUTREACH MANAGER,55,F,First departure
12710,1,2017-01-16,2017-04-16,JO,OTHER,LAB TECH,35,F,"First departure, relevant experience"
12710,2,2017-04-17,2017-06-23,YE,OTHER,LAB MANAGER,35,F,Not first departure
12710,3,2017-06-24,2017-09-01,JO,OTHER,LAB TECH,35,F,Not first departure
12710,4,2017-09-15,2017-11-20,LB,OTHER,LAB MICROBIO,35,F,Not first departure
12710,5,2018-06-08,2018-07-10,PI,OTHER,MICROBIOLOGISTE,35,F,Not first departure
12710,6,2019-01-17,2019-02-27,PI,OTHER,LAB MICRO BIO,35,F,Not first departure
12711,1,2012-02-15,2012-08-15,IN,OTHER,NA,35,F,First departure
12711,2,2013-02-15,2014-02-15,SL,OTHER,NA,35,F,Not first departure
12711,3,2016-12-28,2017-02-05,IQ,OTHER,PHARMA,35,F,Not first departure
12711,4,2018-12-15,2019-01-06,YE,NA,DEPUTY PHARMACO,45,F,Not first departure
12712,1,2017-01-09,2017-02-17,HT,OTHER,PHARMACIEN PAYS,45,M,Not first departure
12712,2,2017-06-25,2017-12-06,CF,OTHER,PHARMA PAYS,45,M,Not first departure
12713,1,2007-01-01,2007-01-31,NG,GAS,NA,65,M,First departure
12713,2,2008-02-01,2008-03-31,LK,GAS,NA,65,M,Not first departure
12713,3,2009-03-01,2009-04-30,CF,GAS,NA,65,M,Not first departure
12713,4,2017-01-01,2017-02-06,CF,GAS,MED ANESTHESISTE,65,M,Not first departure
12714,1,2017-07-17,2018-07-19,SS,NON MEDICAL,DEP FLIGHT CO,35,M,First departure
12715,1,2017-04-10,2017-09-25,IQ,NON MEDICAL,ADMIN,35,F,First departure
12715,2,2018-01-04,2018-09-04,YE,NON MEDICAL,ADMIN REGIONAL,35,F,Not first departure
12715,3,2019-01-10,2019-03-10,CD,NON MEDICAL,ADMIN,35,F,Not first departure
12715,4,2019-04-08,2020-01-08,TD,NON MEDICAL,COORDO RESSOURCES HUMAINES,35,F,Not first departure
12716,1,2017-01-25,2017-08-18,NG,NURSE,EXTERNAL ACTIVITIES NURSE  MANAG,35,M,Not first departure
12717,1,2017-05-28,2017-09-05,SS,NON MEDICAL,COUNTRY WAT SAN,35,F,First departure
12717,2,2017-10-06,2017-11-06,BD,NON MEDICAL,WATSAN,35,F,Not first departure
12717,3,2017-11-07,2018-01-09,BD,NON MEDICAL,WATSAN TEAM LEADER,35,F,Not first departure
12717,4,2018-03-19,2018-06-20,UG,NON MEDICAL,WATSAN MANAGER,35,F,Not first departure
12718,1,2017-01-30,2017-07-17,UG,OTHER,PHARMACY MANAGER,45,F,First departure
12718,2,2017-07-18,2017-11-30,UG,OTHER,PHARMA CO DEPUTY,45,F,Not first departure
12718,3,2018-06-19,2018-09-25,SS,OTHER,MISSION PHARMACY MANAGER,45,F,Not first departure
12718,4,2018-09-26,2018-12-21,SS,NA,DEPUTY PHARMACY COORDINATOR,45,F,Not first departure
12718,5,2019-02-23,2020-02-23,NG,OTHER,PHARMACO,45,F,Not first departure
12719,1,2017-01-29,2017-10-31,SS,NURSE,IPD NURSE - CLINICAL SUPPORT **,35,F,First departure
12719,2,2019-05-09,2019-08-12,PI,NURSE,NURSE IPC,45,F,Not first departure
12720,1,2017-05-03,2017-08-04,ML,OTHER,ASSIST RESP QUALITE LABO PM 2016,35,M,First departure
12720,2,2017-10-09,2018-07-23,CD,OTHER,LAB TECH,35,M,Not first departure
12721,1,2017-02-09,2017-08-22,CF,OTHER,PHARMACIEN TERRAIN,35,M,First departure
12722,1,2017-01-04,2017-04-05,TN,NON MEDICAL,NA,35,M,"First departure, relevant experience"
12722,2,2017-05-07,2017-09-30,GN,NON MEDICAL,NA,35,M,Not first departure
12722,3,2017-12-18,2018-03-16,SY,NON MEDICAL,NA,35,M,Not first departure
12723,1,2017-09-20,2018-02-20,YE,NON MEDICAL,ADMIN DJIBOUTI,55,M,First departure
12724,1,2017-02-20,2017-03-15,CD,GAS,MED ANESTH 03/08,35,F,First departure
12725,1,2017-08-16,2018-02-06,CF,NON MEDICAL,ADMIN FINANCES,35,F,First departure
12726,1,2017-01-06,2017-05-31,TZ,NON MEDICAL,NA,55,M,First departure
12726,2,2017-09-04,2017-12-06,NG,NON MEDICAL,NA,55,M,Not first departure
12726,3,2018-06-07,2018-08-23,BD,NON MEDICAL,SUPPLY SUPPORT,55,M,Not first departure
12726,4,2018-12-10,2019-04-28,IQ,NON MEDICAL,COUNTRY SUPPLYCO,55,M,Not first departure
12727,1,2017-01-15,2017-09-04,JO,MTL,MAM,35,M,First departure
12727,2,2018-07-11,2018-10-12,SS,NURSE,NURSE MANAGER OT SURGICAL WARD,35,M,Not first departure
12728,1,2017-03-15,2017-11-14,KH,MD,PROJECT MEDICAL DOCTOR,55,F,First departure
12728,2,2017-11-15,2018-02-20,BD,MD,MEDICAL DOCTOR 1,55,F,Not first departure
12728,3,2018-05-15,2018-08-09,UG,MTL,MTL,55,F,Not first departure
12728,4,2019-02-25,2019-08-17,NG,MTL,MTL BORNO PROJECT,55,F,Not first departure
12729,1,2017-03-19,2017-10-03,LB,NURSE,PICU NURSE,45,F,First departure
12729,2,2018-02-08,2018-04-10,LB,NURSE,PICU TRAINING NURSE,45,F,Not first departure
12729,3,2018-05-23,2018-08-23,LR,NURSE,NURSE PICU,45,F,Not first departure
12730,1,2017-07-10,2018-01-10,LR,NON MEDICAL,LOG ELEC/WATSAN,45,M,First departure
12730,2,2018-04-08,2018-08-17,MW,NON MEDICAL,WATSAN MANAGER,45,M,Not first departure
12730,3,2018-10-22,2018-12-21,CD,NON MEDICAL,RESPONSABLE WATSAN IPC,45,M,Not first departure
12730,4,2019-03-29,2019-05-22,MZ,NON MEDICAL,WATSAN,55,M,Not first departure
12731,1,2017-05-02,2017-10-22,PG,NON MEDICAL,LOG OUTREACH MANAGER,35,M,First departure
12732,1,2017-04-25,2017-10-20,IQ,OTHER,PEDO PSYCHIATRE,35,F,"First departure, relevant experience"
12732,2,2018-11-06,2018-11-23,NE,OTHER,PSY NUT VISIT,35,F,Not first departure
12733,1,2017-06-30,2018-04-23,SS,OTHER,PHARMA **,35,M,First departure
12733,2,2018-10-07,2019-04-03,IQ,OTHER,PHARMA MANAGER,35,M,Not first departure
12734,1,2017-01-02,2017-07-02,CF,MIDWIFE,NA,55,F,First departure
12734,2,2018-02-28,2018-11-28,GN,NURSE,NA,55,F,Not first departure
12735,1,2017-01-06,2017-06-01,PK,NON MEDICAL,NA,35,M,First departure
12736,1,2017-01-04,2017-04-07,GR,NON MEDICAL,NA,55,F,First departure
12737,1,2017-04-18,2017-08-25,CF,NON MEDICAL,LOG CONSTRUCTION,55,M,First departure
12737,2,2017-10-29,2018-02-22,UG,NON MEDICAL,LOG BASE KAMPALA,55,M,Not first departure
12737,3,2018-03-15,2018-09-15,KE,NON MEDICAL,LOGISTIC MANAGER,55,M,Not first departure
12737,4,2018-10-29,2019-04-30,NE,NON MEDICAL,LOG TERRAIN,55,M,Not first departure
12738,1,2017-07-04,2018-01-17,PK,MD,MEDECIN PEDIATRE- WOMEN HOSPITAL,35,F,First departure
12739,1,2017-01-17,2017-03-18,HT,GAS,CHIR 27 DEC,55,M,First departure
12740,1,2011-03-27,2011-12-31,ZW,NON MEDICAL,NA,55,F,Not first departure
12740,2,2017-02-06,2017-08-07,GR,PROJECT COORDINATOR,PROJECT COORDINATOR,55,F,Not first departure
12741,1,2017-01-10,2017-03-21,TZ,NURSE,NA,35,F,First departure
12742,1,2017-03-12,2017-05-03,AF,GAS,ANESTH,35,F,First departure
12742,2,2018-07-02,2018-08-06,SS,GAS,ANESTHESISTE,35,F,Not first departure
12743,1,2018-10-17,2019-07-18,CF,NON MEDICAL,ADMIN,35,F,First departure
12744,1,2017-06-28,2017-09-30,UG,NON MEDICAL,LOG MANAGER BIDIBIDI,45,F,First departure
12744,2,2019-04-05,2019-05-28,MZ,NON MEDICAL,LOG BASE 2,55,F,Not first departure
12745,1,2017-07-29,2017-09-15,CD,NON MEDICAL,LOG  APPRO,35,M,First departure
12746,1,2017-10-02,2018-01-31,ML,OTHER,SUPERVISEUR SOINS INTENSIFS,45,M,First departure
12747,1,2018-03-18,2018-09-20,CD,NON MEDICAL,NA,45,F,First departure
12748,1,2017-02-01,2017-06-10,CF,MD,MED PM,35,F,First departure
12749,1,2017-08-28,2018-05-14,CF,NON MEDICAL,RESPONSABLE COMPTABLE,35,F,First departure
12750,1,2017-05-01,2018-02-07,CD,OTHER,RESPONSABLE BALI,35,F,First departure
12751,1,2017-02-10,2017-03-04,NG,NON MEDICAL,FMT TRAINER,45,F,Not first departure
12751,2,2017-04-16,2017-09-11,NG,NON MEDICAL,HR MANAGER,45,F,Not first departure
12751,3,2018-05-18,2018-06-03,MW,NON MEDICAL,FMT FACILITATOR,45,F,Not first departure
12751,4,2019-06-03,2019-09-07,SS,NON MEDICAL,HRCO,45,F,Not first departure
12752,1,2017-02-10,2017-03-04,NG,NON MEDICAL,FMT TRAINER 1,55,M,First departure
12752,2,2017-05-04,2017-05-26,YE,NON MEDICAL,FMT COORDINATOR 2,55,M,Not first departure
12752,3,2018-10-04,2018-10-19,KE,NON MEDICAL,FMT FACILITATOR 2,55,M,Not first departure
12753,1,2017-01-19,2017-06-18,CF,NON MEDICAL,NA,35,M,First departure
12753,2,2017-10-15,2018-04-17,CD,NON MEDICAL,NA,35,M,Not first departure
12753,3,2018-08-21,2019-02-22,HT,NON MEDICAL,NA,35,M,Not first departure
12754,1,2017-07-17,2018-01-18,LR,NON MEDICAL,SUPPLY MANAGER,35,F,First departure
12754,2,2018-02-28,2018-06-11,UG,NON MEDICAL,SUPPLY/FIN/HR MANAGER,35,F,Not first departure
12754,3,2018-08-22,2018-09-08,CD,NON MEDICAL,ADMIN FIN RH,35,F,Not first departure
12754,4,2018-10-15,2018-12-15,CD,NON MEDICAL,RESP COMPTA,35,F,Not first departure
12754,5,2019-02-13,2019-07-17,AF,NON MEDICAL,ADMIN MANAGER,35,F,Not first departure
12755,1,2017-01-16,2017-04-12,YE,NON MEDICAL,NA,35,F,First departure
12756,1,2017-02-02,2017-03-15,UG,OTHER,PSYCHIATRIST,65,M,Not first departure
12756,2,2018-12-23,2019-03-30,IQ,OTHER,MHAM,65,M,Not first departure
12757,1,2018-02-22,2018-08-17,SS,MIDWIFE,MIDWIFE,35,F,First departure
12757,2,2019-07-08,2020-01-07,PK,MIDWIFE,HEAD MIDWIFE,35,F,Not first departure
12758,1,2017-04-13,2017-05-10,CF,GAS,MED ANESTHESISTE,35,M,"First departure, relevant experience"
12759,1,2017-09-04,2017-09-28,CF,GAS,MED ANESTHESISTE,35,F,First departure
12760,1,2018-01-24,2018-05-24,BD,NURSE,NURSE #3,35,F,First departure
12761,1,2017-10-12,2018-04-17,CF,OTHER,PHARMACIEN,35,M,First departure
12761,2,2018-07-24,2019-04-25,SS,OTHER,PHARMACIEN,45,M,Not first departure
12762,1,2017-05-01,2018-04-30,KE,NON MEDICAL,COFIN NAIROBI,45,M,"First departure, relevant experience"
12762,2,2018-06-18,2019-06-18,LR,NON MEDICAL,COORDO FINANCES RH,45,M,Not first departure
12763,1,2017-06-10,2017-07-16,SS,NON MEDICAL,BASIC TRAINER 2,45,F,First departure
12764,1,2017-06-10,2017-07-16,SS,NON MEDICAL,BASIC TRAINER 1,35,F,First departure
12765,1,2017-01-24,2017-06-17,ZA,NON MEDICAL,NA,35,F,"First departure, relevant experience"
12765,2,2017-07-03,2018-05-18,EG,PROJECT COORDINATOR,NA,35,F,Not first departure
12766,1,2017-09-29,2017-10-23,CF,NON MEDICAL,BASIC FORMATEUR2,35,M,First departure
12767,1,2017-01-22,2017-03-05,IQ,MD,ER DOCTOR,45,M,Not first departure
12768,1,2017-01-30,2017-04-30,CD,OTHER,NA,35,M,"First departure, relevant experience"
12768,2,2017-11-14,2018-05-14,SS,OTHER,NA,35,M,Not first departure
12769,1,2017-05-08,2017-12-12,LR,NON MEDICAL,COMSTRUCTION PHARMA/OT,65,M,First departure
12770,1,2017-07-12,2018-02-27,UG,NON MEDICAL,ADMIN KASESE,65,F,First departure
12770,2,2018-08-21,2019-03-12,SY,NON MEDICAL,ADMIN MANAGER,65,F,Not first departure
12770,3,2019-07-02,2019-09-09,CD,NON MEDICAL,ADMIN FIN RH,65,F,Not first departure
12771,1,2017-11-21,2018-02-18,BD,NON MEDICAL,SUPPORT ELECT,45,M,"First departure, relevant experience"
12772,1,2017-04-10,2017-08-10,NG,NON MEDICAL,LOG / ADMIN CAPITALE,35,F,"First departure, relevant experience"
12773,1,2017-02-03,2017-04-06,LB,NURSE,PICU NURSE,35,F,"First departure, relevant experience"
12773,2,2017-12-15,2018-02-20,LB,NURSE,PICU TRAINING NURSE,35,F,Not first departure
12774,1,2017-04-03,2017-08-25,HT,MD,MED CHARGE GESTION USAGE ANTIBIO,35,F,First departure
12775,1,2018-01-16,2018-07-23,MW,OTHER,MONITORING & EVALUATION MANAGER,35,M,"First departure, relevant experience"
12776,1,2017-05-01,2017-10-31,SS,MD,NUTRI DOCTOR,35,F,First departure
12777,1,2017-01-25,2017-04-30,HT,PROJECT COORDINATOR,NA,35,F,"First departure, relevant experience"
12778,1,2017-02-27,2017-03-22,CI,GAS,MED ANESTH,65,F,"First departure, relevant experience"
12779,1,2017-05-01,2017-10-24,CF,OTHER,PHARMACIEN,35,F,First departure
12780,1,2017-02-28,2017-04-26,PG,OTHER,LAB TECH MANAGER,35,F,Not first departure
12781,1,2017-07-04,2018-01-06,CF,NON MEDICAL,LOG PM,35,M,First departure
12782,1,2017-03-27,2017-07-01,JO,NURSE,NEONAT NURSE 2,35,F,First departure
12783,1,2017-11-10,2018-05-21,SS,MD,OUTREACH DOCTOR,35,F,"First departure, relevant experience"
12783,2,2018-10-06,2019-04-05,BD,MD,MEDICAL DOCTOR 3,35,F,Not first departure
12783,3,2019-06-24,2019-12-02,YE,MD,MAM,35,F,Not first departure
12784,1,2017-03-13,2017-09-25,PK,NURSE,NEO-NAT NURSE,35,F,First departure
12784,2,2018-01-25,2018-05-14,YE,NURSE,NURSE NEONAT,35,F,Not first departure
12785,1,2017-08-16,2017-11-17,KE,MD,DOCTOR MATHARE,35,F,First departure
12786,1,2017-02-06,2017-11-06,SS,MD,DOC 2,45,M,First departure
12787,1,2017-02-13,2017-03-13,CF,GAS,CHIR VISCERAL,45,M,First departure
12787,2,2017-05-02,2017-05-23,CF,GAS,CHIRURGIEN URGENCE DECEMBRE,45,M,Not first departure
12788,1,2017-02-12,2017-04-20,NG,GAS,ANESTH,35,M,First departure
12789,1,2017-02-20,2017-03-21,YE,NURSE,OT NURSE RESP,35,M,First departure
12789,2,2017-05-22,2017-06-05,YE,NURSE,OT NURSE RESP,35,M,Not first departure
12790,1,2017-02-08,2017-08-10,IQ,NON MEDICAL,NA,65,M,First departure
12790,2,2018-02-09,2018-02-25,CD,NON MEDICAL,NA,65,M,Not first departure
12790,3,2018-05-13,2018-06-12,CD,NON MEDICAL,NA,65,M,Not first departure
12790,4,2018-09-14,2019-03-14,CM,NON MEDICAL,NA,65,M,Not first departure
12791,1,2017-05-18,2017-09-18,IQ,OTHER,PROJECT PHARMACIST,45,F,"First departure, relevant experience"
12791,2,2017-11-09,2018-08-09,SS,OTHER,PHARMACIEN,45,F,Not first departure
12791,3,2018-11-21,2019-08-14,IR,OTHER,"PHARMACIEN MISSION,",45,F,Not first departure
12792,1,2017-02-09,2017-08-14,HT,NON MEDICAL,NA,25,F,First departure
12792,2,2017-11-03,2018-01-04,MG,NON MEDICAL,NA,35,F,Not first departure
12792,3,2018-03-15,2018-06-30,SL,NON MEDICAL,NA,35,F,Not first departure
12793,1,2017-02-07,2017-03-16,CF,GAS,CHIRURGIEN 25 NOV,55,M,Not first departure
12794,1,2017-06-06,2017-12-18,HT,NON MEDICAL,CP CONSTRUCTION,35,F,First departure
12794,2,2018-03-01,2018-07-27,HT,NON MEDICAL,CP CONSTRUCTION,35,F,Not first departure
12794,3,2018-09-17,2018-09-28,SS,PROJECT COORDINATOR,ARCHITECT,35,F,Not first departure
12794,4,2019-07-02,2019-09-30,SS,NON MEDICAL,LOG CONSTRUCTION PHARMA,35,F,Not first departure
12795,1,2017-05-14,2017-09-21,PG,OTHER,MISSION PHARMACY MANAGER,35,F,Not first departure
12796,1,2017-03-31,2017-04-14,PI,GAS,CHIRURGIEN,45,F,First departure
12796,2,2018-08-17,2018-09-07,PI,GAS,CHIRUR,45,F,Not first departure
12797,1,2017-02-24,2017-11-28,SS,OTHER,PHARMACIEN,35,F,"First departure, relevant experience"
12797,2,2018-02-16,2018-08-22,NG,OTHER,PHARMA,35,F,Not first departure
12797,3,2019-03-26,2019-06-21,PI,OTHER,PHARMACY MANAGER,35,F,Not first departure
12798,1,2018-03-18,2018-05-20,SS,OTHER,BIOMED SPECIALIST,35,M,"First departure, relevant experience"
12798,2,2018-10-15,2019-01-15,SS,NON MEDICAL,BIOMED SPECIALIST,35,M,Not first departure
12799,1,2017-05-02,2017-12-19,LY,NON MEDICAL,ADMIN TERRAIN,45,F,First departure
12799,2,2018-02-05,2018-05-12,IQ,NON MEDICAL,ADMIN TRANSIT BGD,45,F,Not first departure
12800,1,2017-06-14,2017-09-14,IQ,MD,ER DOCTOR,35,M,First departure
12800,2,2019-02-03,2019-03-16,YE,MD,ER DOCTOR,35,M,Not first departure
12801,1,2017-03-10,2017-12-11,PG,OTHER,LABORATORY MANAGER,45,M,"First departure, relevant experience"
12801,2,2018-07-18,2019-01-18,KH,OTHER,LAB TECH,45,M,Not first departure
12801,3,2019-05-01,2019-07-06,PI,OTHER,LAB MICRO BIO,45,M,Not first departure
12802,1,2017-03-05,2017-04-19,NG,NON MEDICAL,ACCOUNTING MANAGER,45,M,First departure
12803,1,2017-06-19,2017-12-19,CF,NON MEDICAL,RESPONSABLE  RH,45,F,First departure
12804,1,2017-03-16,2017-04-20,CF,GAS,ANESTH 2,35,M,First departure
12805,1,2017-04-27,2017-11-29,TD,MD,MED UP1,35,F,First departure
12805,2,2018-11-28,2019-03-09,CD,MD,MAM CASE MANAGEMENT,35,F,Not first departure
12806,1,2017-12-28,2018-02-19,CF,GAS,CHIR ORTHO,35,M,First departure
12806,2,2018-03-05,2018-04-30,YE,GAS,ORTHO SURGEON 03/17,35,M,Not first departure
12807,1,2017-02-14,2017-05-14,NG,NURSE,HOSPITAL NURSING MANAGER,55,F,"First departure, relevant experience"
12808,1,2017-07-27,2018-03-07,NG,NON MEDICAL,LOG / ADMIN CAPITALE,35,M,First departure
12808,2,2018-04-12,2018-10-10,BD,NON MEDICAL,LOG MANAGER 1,35,M,Not first departure
12808,3,2019-05-05,2019-06-05,MZ,NON MEDICAL,ADMIN TRANSIT,35,M,Not first departure
12809,1,2017-06-27,2018-04-02,NE,NON MEDICAL,ADMIN TERRAIN,35,M,"First departure, relevant experience"
12809,2,2018-05-01,2019-05-03,ML,NON MEDICAL,ADMIN,35,M,Not first departure
12810,1,2017-03-18,2017-07-18,PH,OTHER,PSYCHOLOGIST,65,F,Not first departure
12811,1,2017-05-03,2018-04-30,PG,NON MEDICAL,PNG ANTHROPOLOGUE,45,F,Not first departure
12811,2,2018-09-11,2018-10-11,PG,NA,ANTHROPO,45,F,Not first departure
12812,1,2018-02-09,2018-08-13,UG,NON MEDICAL,ADMINISTRATEUR,55,F,"First departure, relevant experience"
12812,2,2018-09-24,2018-12-24,NG,NON MEDICAL,ADMIN MANAGER,55,F,Not first departure
